IYR,IMO,RAILROAD,STATE,STATION,COUNTY,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15
19,4,CSX,24,CUMBERLAND,ALLEGANY,Y29018 FAILED TO SECURE W06 AND KICKED CARS INTO THE TRACK CAUSING THE CUT TO ROLL THREE QUARTER OF,A CAR LENGTH PAST THE CLEARANCE POINT ON THE EAST END. THE REST OF THE CUT OF CARS THEY WERE SWITCHI,NG FROM WAS IN W07 HANGING BACK TOWARDS THE RECEIVING YARD. THE Y19019 THEN TOOK OVER AND WHEN THEY,PULLED THE NEXT CUT UP TO SWITCH FROM W07 THE FOREMAN NOTICED DAMAGE TO A CAR AND REPORTED IT. FURTH,ER INVESTIGATION SHOWED THAT 3 CARS WERE DAMAGED BY SIDE SWIPE FROM W06 BEING OUT OF CLEARANCE DUE T,O IT NOT BEING SECURED.,,,,,,,,,
19,1,NS,24,ROSEDALE,BALTIMORE,"NS TRAIN 590H224 OPERATING EAST WITH 2 UNITS, 129 LOADS, AND 17884 DERAILED HEAD CARS 102 THROUGH 10",9,,,,,,,,,,,,,
19,1,CSX,24,CURTIS BAY,ANNE ARUNDEL,N81024 LEFT THEIR EQUIPMENT IN FOUL BY 201 ON CP 9 AT CURTIS BAY. COAL PIER CREW SHOVED CP 8 110 CAR,S WEST TO ALLOW N81024 TO GET THEIR LOCOMOTIVES IN THE CLEAR ON THE EAST END OF THE COAL COMING OFF,"CP 9 . AS THE COAL PIER CREW SHOVED WEST PROTECTING THE SHOVE, THEY ATTEMPTED TO STOP 10 CARS SHORT",OF THE CLEARANCE POINT ON THE WEST END OF CP 8. WHEN THE OPERATOR LOCO # 5  BEGAN  PUSHING  THE STOP,BUTTON  COAL PIER PUSHER LOCO # 5S REMOTE THE SLACK RAN OUT AND DRAGGED THEM BACK ESTIMATED 635 FEE,T RESULTING IN EQUIPMENT STRIKE THE EQUIPMENT LEFT IN THE FOUL BY INBOUND CREW ON N81024.,,,,,,,,,
19,2,NLA,5,LAKE VILLAGE,CHICOT,THE TRAIN WAS MOVING NORTH TOWARDS MCGEHEE AT A SPEED OF APPROXIMATELY 2 MPH WITH 5 LOADED GONDOLAS,"ON A SECTION OF TRACK THAT HAD AN IRREGULAR CROSS LEVEL.
AS THE TRAIN WAS PROCEEDING THROUGH THE SE",CTION IT BEGAN TO LEAN EVENTUALLY CAUSING THE DERAILMENT OF THE LOCMOTIVE AND 4 RAILCARS.,,,,,,,,,,,,
19,5,BNSF,5,TEXARKANA,MILLER,H-DYTGAL1-17 DERAILED 6 RAILCARS WHILE TRAVERSING MAIN 1 TRACK DUE TO A BROKEN WHEEL PLATE ON A RAIL,CAR. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,2,UP,5,BRADFORD,INDEPENDENCE,"THE AEGAS-06 WAS TRAVELING NORTH ON THE HOXIE SUB, WHEN BRAKE RIGGING ON HTTX92907 AND CMO20324 CAUS",ED CARS TO DERAIL.,,,,,,,,,,,,,
19,12,UP,5,JONESBORO,CRAIGHEAD,"MTTNL-11, LED UNIT CN2245, WHILE TRAVELING SOUTH ON JONESBORO SUB STRUCK A SEMI-TRAILER STOPPED ON T",HE CROSSING AT MP 117.78.,,,,,,,,,,,,,
19,12,UP,5,PINE BLUFF,JEFFERSON,OCPX80108 FOUND TO HAVE DAMAGE ON TANK CAR.  NO DERAILMENT AND NO EVIDENCE THAT THIS DAMAGE HAPPENED,"IN THE PINE BLUFF TERMINAL.  THERE WAS NO MATE CAR IDENTIFIED, NO EVIDENCE ANYWHERE IN THE YARD OF","DAMAGE.  BASED ON REVIEWING THE YARD CAMERAS, VOICE TAPES, WALKING THE ENTIRE ROUTE OF THIS CAR COMI","NG INTO THE YARD ON THE MNLPB-09, WALKING TRACKS LOOKING FOR MATE CAR, AND CAR DEPARTMENT LOOKING FO",R MATE CAR.  NO EVIDENCE THAT THIS HAPPENED IN PINE BLUFF TERMINAL.,,,,,,,,,,
19,10,CSX,21,RUSSELL,GREENUP,Y20014 FOUND CAR CEFX 389227 DERAILED IN TRACK E19.,,,,,,,,,,,,,,
19,10,NS,18,ELKHART,ELKHART,NS TRAIN BE97 WAS STRUCK IN ITS SIDE BY NS TRAIN BE16 RESULTING IN A DERAILMENT.,,,,,,,,,,,,,,
19,10,NS,18,ELKHART,ELKHART,NS TRAIN BE97 WAS STRUCK IN ITS SIDE BY NS TRAIN BE16 RESULTING IN A DERAILMENT.,,,,,,,,,,,,,,
19,8,CSX,18,JEFFERSONVILLE,CLARK,Q20515 STRUCK A SEMI TRAILER AT QSL 104.75 ON THE LIRC RR. LIRC IS REPORTING 0.00 DAMAGES.,,,,,,,,,,,,,,
19,6,RTDC,8,WHEAT RIDGE,JEFFERSON,NORTHBOUND TRAIN OPERATING TOWARD END OF THE LINE STRUCK BUMPING POST.,,,,,,,,,,,,,,
19,6,SLRG,8,LA VETA,HUERFANO,EASTBOUND TRAIN OPERATING DOWNGRADE HAD 4 CARS DERAIL.  TWO CARS WERE DEEMED A TOTAL LOSS.  INCIDENT,IS UNDER INVESTIGATION.,,,,,,,,,,,,,
19,6,BNSF,8,DE BEQUE,MESA,H-PVODEN1-21 EXPERIENCED A LOCOMOTIVE FIRE WHILE TRAVERSING SINGLE MAIN TRACK DUE TO LOCOMOTIVE TURB,O FAILURE. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,1,BNSF,8,SPRINGFIELD,BACA,V-DENSFC4-04 DERAILED 5 RAILCARS WHILE SHOVING INTO YARD TRACK 9501 DUE TO TRACK BROKEN JOINT BAR. N,O HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,1,BNSF,8,DENVER,DENVER,RCO Y-DEN2062-22 DERAILED 2 RAILCARS THAT IN TURN IMPACTED A CUT OF RAILCARS IN ADJACENT TRACK WHILE,SHOVING YARD TRACK 130 DUE TO A SWITCH BEING IMPROPERLY LINED UNDER RAILCARS. NO HAZARDOUS MATERIAL,S WERE RELEASED.,,,,,,,,,,,,
19,1,BNSF,8,DENVER,DENVER,RCO Y-DEN2062-22 DERAILED 2 RAILCARS THAT IN TURN IMPACTED A CUT OF RAILCARS IN ADJACENT TRACK WHILE,SHOVING YARD TRACK 130 DUE TO A SWITCH BEING IMPROPERLY LINED UNDER RAILCARS. NO HAZARDOUS MATERIAL,S WERE RELEASED.,,,,,,,,,,,,
19,1,BNSF,8,DENVER,DENVER,Y-DEN2051-02 DERAILED 5 RAILCARS WHILE PULLING INTO YARD TRACK 354 DUE TO EXCESSIVE BUFFERING OR SLA,CK ACTION. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,8,BNSF,8,COLORADO SPGS,EL PASO,G-BEKPLX9-12 DERAILED 1 RAILCAR WHILE TRAVERSING SINGLE MAIN TRACK DUE TO CROSS LEVEL OF TRACK IRREG,ULAR. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,10,SLAL,8,PUEBLO,PUEBLO,"WITHIN THE VESTAS PLANT YARD , SPLRR CREW MEMBER FAILED TO PROPERLY ISOLATE/SECURE THE RAILING UNIT",ON A TRAIN ( DP UNIT ) .WHEN THE CREW BEGAN A MOVEMENT FROM THE LEAD LOCOMOTIVE TOWARD THE TRAILING,"LOCOMOTIVE , THE TRAILING LOCOMOTIVE . THE TRAILING LOCOMOTIVE MOVED AHEAD AND DERAILED AT A SWITH P",OINT DERAIL.,,,,,,,,,,,
19,4,UP,8,DENVER,DENVER,YDV68R-16 TRANSFERRED ZONE TO THE YDV72R-16 AT 0959.  AT APPROXIMATELY 1114 CREW WAS NOTIFIED THEY W,"ERE ON THE GROUND.  CREW WALKED UP TO THE HEAD END.  THEY HAD ZONE 2, 2A AND 3, AND FOUND A DERAIL S",OUTH SIDE OF NUMBER FIVE CROSSOVER INSIDE OF AN ACTIVE ZONE.  CREW HAD PREVIOUSLY TRAVERSED THE SWIT,CHES.  TWO ENGINES AND ONE CAR DERAILED.,,,,,,,,,,,
19,6,UP,8,PUEBLO,PUEBLO,MPUPU-28 MOVING INTO TRACK 16 FROM EAST TO WEST AT APPROXIMATELY 5 MPH WHEN ENGINEER NOTICED A RAPID,REDUCTION IN SPEED.  TRAIN CAME TO A STOP WITHIN 198' OF INITIAL SPEED REDUTION AND CONDUCTOR OBSER,VED CARS DERAILED.,,,,,,,,,,,,
19,1,ATK,8,DENVER,DENVER,TRAIN 6(29) WAS DELAYED DUE TO ENGINE FAILURE. THE CREW REPORTED SMOKE IN THE CAB OF LEAD LOCOMOTIVE,/136.,,,,,,,,,,,,,
19,9,RTDC,8,THORNTON,ADAMS,"A CANTILEVER PIPE BECAME DISCONNECTED FROM THE TOP U-BOLT BRACKET, ALLOWING ONE OF THE CANTILEVER AR","MS TO SWING DOWN IN THE PATH OF THE PANTOGRAPH AS THE TRAIN MADE ITS WAY THROUGH THE STATION, CAUSIN",G DAMAGE TO THE PANTOGRAPH AND TO THE TOP OF THE TRAIN.,,,,,,,,,,,,
19,8,BNSF,8,DENVER,DENVER,Y-DEN3051-26 DERAILED 3 RAILCARS WHILE SHOVING YARD TRACK 103 DUE TO CROSS LEVEL OF TRACK IRREGULAR.,NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,7,BNSF,8,DENVER,DENVER,Y-DEN1071-08 HAD A RAILCAR ROLL INTO YARD TRACK AND IMPACT THE H-DENLIN1-08 DURING SWITCHING OPERATI,ONS DUE TO AN IMPROPERLY LINED SWITCH. RESULTED IN DAMAGES TO EQUIPMENT. NO HAZARDOUS MATERIALS WERE,RELEASED.,,,,,,,,,,,,
19,7,BNSF,8,DENVER,DENVER,Y-DEN1071-08 HAD A RAILCAR ROLL INTO YARD TRACK AND IMPACT THE H-DENLIN1-08 DURING SWITCHING OPERATI,ONS DUE TO AN IMPROPERLY LINED SWITCH. RESULTED IN DAMAGES TO EQUIPMENT. NO HAZARDOUS MATERIALS WERE,RELEASED.,,,,,,,,,,,,
19,4,BNSF,8,LA JUNTA,OTERO,"H-PUEAMS1-13 DERAILED 3 RAILCARS WHILE SHOVING YARD TRACK 197 DUE EXCESSIVE BUFFING OR SLACK ACTION,",TRAIN HANDLING. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,4,BNSF,8,LONGMONT,BOULDER,R-PWR4251-11 DERAILED 3 RAILCARS WHILE SHOVING YARD TRACK 1199 DUE TO TRACK BROKEN RAIL. NO HAZARDOU,S MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,12,CSX,18,INDIANAPOLIS,MARION,Y29008 FAILED TO ENSURE HIS ROUTE WAS  LINED AND CLEAR FOR MOVEMENT.,,,,,,,,,,,,,,
19,9,NS,18,ELKHART,ELKHART,A-END OF GBRX 700846 AND B-END OF GRBX 700989 COUPLERS BYPASSED CAUSING THE L1/L2 WHEELS OF GBRX 700,989 AND L3-L4/R3-R4 WHEELS OF GRBX 700846 TO DERAIL ON THE EAST END OF CLASS TRACK 19. THE DERAILMEN,T HAPPENED UNDER NORMAL HUMPING OPERATIONS.,,,,,,,,,,,,
19,6,UP,8,DE BEQUE,MESA,"BNSF TRAIN QPVPSJ-21, HAD A SMALL FIRE ON THE REAR LOCOMOTIVE BNSF8149.  NO DERAILMENT OR TRACK DAMA","GE.  BNSF REPORTED $53,000 IN EQUIPMENT DAMAGES.",,,,,,,,,,,,,
19,6,UP,8,CRAIG,MOFFAT,"CUEAI-23, LEAD LOCOMOTIVE UP8112, WAS SHOVING FROM MAIN TRACK ONTO THE UTE INDUSTRIAL LEAD WHEN TRAI",N WENT INTO EMERGENCY.  SIX CARS DERAILED.,,,,,,,,,,,,,
19,5,UP,8,PIERCE,WELD,"TRAIN ZLADV-30, LEAD LOCOMOTIVE UP8193, COLLIDED WITH A SEMI WITH TRAILER TRAVELING WEST ON CR90.  S",EMI DID NOT STOP FOR ACTIVE WARNING AT CROSSING.,,,,,,,,,,,,,
19,4,UP,8,PLATTEVILLE,WELD,"THE LDI07-03, LEAD LOCOMOTIVE UP1842, STRUCK A TRACTOR TRAILER TRAVELING WEST AT MP 38.  TWO FATALIT",IES (DRIVER AND PASSENGER) OF THE TRACTOR TRAILER.,,,,,,,,,,,,,
19,5,UP,8,AULT,WELD,"MNYCY-17, LEAD LOCOMOTIVE UP4024, STRUCK A SEMI WITH TRAILER THAT WAS TRAVELING WEST AND PULLED IN F",RONT OF THE TRAIN.  NO INJURIES TO CREW OR TRUCK DRIVER.  5 RAILCARS ALSO DERAILED.,,,,,,,,,,,,,
19,1,BNSF,8,DENVER,DENVER,AMTRAK REPORTED THEIR TRAIN A-136 1-30 SUSTAINED DAMAGES TO THEIR LOCOMOTIVE WHILE TRAVERSING SINGLE,MAIN TRACK DUE TO AN ELECTRICALLY CAUSED FIRE.  NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,9,BNSF,8,LA JUNTA,OTERO,H-PUEAMS1-18 DERAILED 3 RAILCARS WHILE PULLING INTO YARD TRACK 176 DUE TO TRACK BROKEN RAIL. NO HAZA,RDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,7,UP,8,DENVER,DENVER,"YDV38-21 PINNED 2 CARS INTO 7 TRACK, CAUSING DAMAGE TO CAIX490099. NO DERAILMENT OR TRACK DAMAGE.",,,,,,,,,,,,,,
19,7,UP,8,DENVER,DENVER,"YDV38-21 PINNED 2 CARS INTO 7 TRACK, CAUSING DAMAGE TO CAIX490099. NO DERAILMENT OR TRACK DAMAGE.",,,,,,,,,,,,,,
19,5,RTDC,8,AURORA,ADAMS,"NB TRAIN 4056/55, 4018/17, TRIP 151 STRUCK A SEMI AT THE SABLE BLVD HIGHWAY GRADE CROSSING.",,,,,,,,,,,,,,
19,8,RTDC,8,DENVER,DENVER,INDIVIDUAL WALKED NB AGAINST ONE-WAY TRAFFIC PAST CROSSING WARNING LIGHTS/BELLS INTO THE CROSSING FO,"ULING MAINTRACK 1. TRAIN 4046/45, 4022/21, TRIP 231, STRUCK AND FATALLY INJURED THE INDIVIDUAL. AGE",UNKNOWN.,,,,,,,,,,,,
19,12,BNSF,8,DENVER,DENVER,RCO Y-DEN2012-12 DERAILED 1 RAILCAR WHILE INTO YARD TRACK 209 DUE TO TRACK SWITCH POINT GAPPED. NO H,AZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,12,BNSF,8,PUEBLO,PUEBLO,Y-PUE1011-26 DERAILED 13 RAILCARS WHILE PULLING OUT OF YARD TRACK 708 DUE TO EXCESSIVE LATERAL DRAWB,AR FORCE ON A CURVE. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,8,UP,19,MARSHALLTOWN,MARSHALL,"MCBPR-04, LEAD LOCOMOTIVE UP5580, CREW STARTED PULLING CARS OUT OF TRACK WHEN UTILITY MAN STOPPED TH",E MOVEMENT. THE ENGINEER THEN USED FULL INDEPENDENT BRAKE AS WELL AS TRAIN BRAKES TO STOP THE TRAIN.,THIS CAUSED THE CAR TO LIFT AND RIDE UP AND OVER RAIL AT THE NUMBER 4 SWITCH.,,,,,,,,,,,,
19,8,UP,19,DES MOINES,POLK,YDM64R-05 WAS PULLING 19 LOADS AND 23 EMPTIES SOUTH OUT OF 11 TRACK AT HULL AVENUE. 31 CARS HAD TRAV,ERSED SOUTH OUT OF 11 TRACK WHEN THE NEXT 5 CARS DERAILED DUE TO WIDE GAUGE CAUSED BY POOR TIE CONDI,TIONS.,,,,,,,,,,,,
19,8,UP,19,LE MARS,PLYMOUTH,"WHILE HYRAILING SOUTHBOUND ON THE WORTHINGTON SUB, TRACK INSPECTOR WENT OVER A WOOD PLANK CROSSING,",DERAILED HIS TRUCK AND BROKE OFF THE REAR PASSENGER HYRAIL WHEEL.,,,,,,,,,,,,,
19,7,BNSF,19,ALBIA,MONROE,M-OTMOTM6-06 DERAILED 4 RAILCARS WHILE TRAVERSING FOREIGN SINGLE MAIN TRACK DUE TO TRACK WIDE GAGE.,NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,11,BNSF,8,CAMPO,BACA,SEMI TRUCK DROVE THROUGH GATES AND STOPPED WHEN THE DRIVER EXITED THE VEHICLE. TRAIN STRUCK THE SEMI,TRUCK. DRIVER WAS INJURED AS HE JUMPED FROM THE TRUCK.,,,,,,,,,,,,,
19,3,BNSF,5,BAY,CRAIGHEAD,"Z-SBDATG-7-16L STRUCK A SEMI TRUCK THAT DID NOT STOP, WHICH RESULTED IN FATAL INJURY TO HIGHWAY USER",AND DAMAGES TO EQUIPMENT AND TRACK. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,8,BNSF,30,BAINVILLE,ROOSEVELT,ZSSECHC916A STRUCK A CARGO VAN AT A ROAD CROSSING AT MP 165 ON THE GLASGOW SUBDIVISION.,,,,,,,,,,,,,,
19,10,BNSF,30,BAINVILLE,ROOSEVELT,Z CHCSSE9 01U REPORTED STRIKING AN OCCUPIED SEMI-TRUCK ON CROSSING. NO HAZMAT RELEASED.,,,,,,,,,,,,,,
19,12,NS,18,LAFAYETTE,TIPPECANOE,DL02 FLAT SWITCHING IN LAFAYETTE SOUTH A YARD DERAILED 9 CARS WHEN KNUCKLE BROKE ON STSX 51527.,,,,,,,,,,,,,,
19,9,NS,18,OSCEOLA,ELKHART,NS CREW BE23 WITH LIGHT POWER SHOVING EAST RAN THROUGH A SWITCH AND DERAILED THE ENGINES AFTER MAKIN,G A REVERSE MOVEMENT THROUGH THE PREVIOUSLY RUN-THROUGH SWITCH.,,,,,,,,,,,,,
19,10,UP,6,STOCKTON,SAN JOAQUIN,"MNPFR-05, LEAD LOCOMOTIVE UP6880, CREW SHOVING CARS INTO TRACK 201 AND RAN THROUGH THE EAST LONG CRO","SSOVER SWITCH WITHOUT REALIZING IT.  WHEN THEY CHANGED DIRECTIONS TO DOUBLE BACK TO THEIR TRAIN, THE",Y THEN DERAILED 3 CARS ON THE PREVIOUSLY RUN THROUGH SWITCH.,,,,,,,,,,,,
19,12,NS,18,LAFAYETTE,TIPPECANOE,DL02 FLAT SWITCHING IN LAFAYETTE SOUTH A YARD DERAILED 9 CARS WHEN KNUCKLE BROKE ON STSX 51527.,,,,,,,,,,,,,,
19,5,GWR,8,FORT COLLINS,LARIMER,CREW SWITCHING CARS IN NORTH YARD BETWEEN 301 AND 302 TRACKS.  CONDUCTOR PERFORMED SHOVE MOVEMENT ON,301 TRACK THAT WAS NOT PROTECTED AND RAN THROUGH THE NORTH 301 SWITCH.  ON SUBSEQUENT MOVE TRAIN PU,LLED SOUTH WHICH RESULTED IN 82ND CAR DERAILING DUE TO RAN-THROUGH SWITCH.  CONDUCTOR HAD INFORMED E,NGINEER THAT HE WAS ON/PROTECTING SHOVE MOVEMENT BUT WAS NOT.,,,,,,,,,,,
19,8,UP,19,CEDAR RAPIDS,LINN,YBV32-05 CREW HAD CARS FOULING OUT ON 7 TRACK EAST END ONTO THE EAST LEAD TO DELIVER TO THE CIC INTE,"RCHANGE AND KICKED LOADED CAR CMO10153 EASTWARD FROM THE WEST END OF THE YARD DOWN A CLEAR TRACK 6,",THAT THE TRAINMEN KNEW TO BE A CLEAR TRACK. THE LOADED CAR IMPACTED THE LAST TWO CARS HANGING OUT OF,7 TRACK AND CAUSED THE TAEX524 AND THE CRDX312441 TO DERAIL.,,,,,,,,,,,
19,10,UP,19,CEDAR RAPIDS,LINN,"MMTMT-25, LEAD LOCOMOTIVE UP8856, CREW SHOVING INTO YARD SO THEY COULD YARD ENTIRE TRAIN, FAILED TO",LINE INSIDE CROSSOVER SWITCH.  RUNNING THROUGH SWITCH AND DERAILING 4 CARS YARDING INTO 1 AND 2 TRAC,K AT BEVERLY.,,,,,,,,,,,,
19,10,UP,19,CALAMUS,CLINTON,IG2LA-31 TRAVELING WESTBOUND AT APPROXIMATELY 50 MPH CROSSING FROM 2 TO 1 TRACK AT CPA 32 WHEN CAR D,TTX728358 DERAILED THE REAR SET OF TRUCKS.,,,,,,,,,,,,,
19,12,BNSF,19,BURLINGTON,DES MOINES,E-KEBBAM0-23 DERAILED 1 LOCOMOTIVE AND 11 RAILCARS WHILE PULLING OUT OF YARD TRACK 198 DUE TO TRACK,WIDE GAGE. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,1,UP,17,DWIGHT,LIVINGSTON,"ZMQG4-14, LEAD LOCOMOTIVE UP5382, STRUCK UNOCCUPIED VEHICLE FOULING MAIN TRACK 50 FEET SOUTH FROM TH",E CROSSING AT MP 73.10 ON THE JOLIET SUB.  NO INJURIES.  NO DAMAGE TO THE LOCOMOTIVE.  OCCURRED 50 F,EET FROM CROSSING.,,,,,,,,,,,,
19,1,UP,17,MELROSE PARK,COOK,"ZLTG2-10, LEAD LOCOMOTIVE UP8904, WAS PULLING EAST INTO TRACK 802 WHEN THE U-MAN NOTICED THAT THE CA","RS WERE GOING ON THE GROUND AND TOLD THE CREW TO STOP THE MOVE.  THE CREW WENT OVER BROKEN RAIL, CAU",SING DERAILMENT OF 4 CARS.,,,,,,,,,,,,
19,1,IC,17,WILLOW SPRINGS,COOK,"L54591-13 WAS PROCEEDING SOUTH ON MAIN #1 WITH 40 CARS WHEN 5 LOADED CARS DERAILED (UTLX 644067, GAT","X 211845, UTLX 664937, UTLX 662725, UTLX 662723). INVESTIGATION INTO THE INCIDENT FOUND THAT THE CAR",S DERAILED OVER THE FROG ON THE MAIN TRACK AT 19.95 DUE TO A CATASTROPHIC FAILURE OF THE SPRING FROG,.,,,,,,,,,,,
19,9,NS,21,GEORGETOWN,SCOTT,"WHILE SHOVING SOUTH INTO DELAPLAIN YARD , TRAIN 376T824 RAN THE CROSSOVER SWITCH, AND MADE A REVERES","E MOVE OVER THE PREVIOUSLY RUN THROUGH SWITCH, WHICH RESULTED IN THE DERAILING OF 5 CARS CMEX 130241","(L3/R3, L4/R4), CMEX 150311 (ALL WHEELS), CMEX 111078 (ALL WHEELS), CMEX 87027 (ALL WHEELS), CMEX 1","1344 (L2/R2, L3/R3, L4/R4).",,,,,,,,,,,
19,10,NS,21,PINE KNOT,MCCREARY,DRAW HEAD CAME FREE FROM NORTH END OF CAR INTX 349565 CAUSING CAR INTEX 349565 AND CAR UTLX 206950 O,N NORTH BOUND TRAIN 142 TO DERAIL.,,,,,,,,,,,,,
19,6,NS,24,HAGERSTOWN,WASHINGTON,NS TRAIN 12RH112 ATTEMPTED TO COUPLE TO REAR OF TRAIN IN BRICKYARD LEAD TRACK WHILE HOLDING ONTO 54,"CARS ON A DOWNHILL GRADE WHEN EXCESSIVE COUPLING SPEED CAUSED RAIL TO ROLL, RESULTING IN DERAILMENT",OF 5 CARS.,,,,,,,,,,,,
19,7,CSX,24,BALTIMORE,BALTIMORE CITY,Y20230S 71ST CAR CLIMBED OUT AND DERAILED WHILE TRANSITIONING FROM BALTIMORE INDUSTRIAL TRACK TO 1 M,AIN AT CLIFFORDS CP DUE TO AN IMPROPERLY UNLOADED COAL CARS LOAD SHIFTING IN A TURNOUT. CONSOL ENERG,Y RELEASED A PARTIALLY UNLOADED CAR TO US AND REPORTED IT AS AN EMPTY.,,,,,,,,,,,,
19,2,NS,24,HALFWAY,WASHINGTON,K98HV10 WITH 2 UNITS AND 2 LOADS OPERATING SOUTH ON WILLIAMSPORT INDUSTRIAL TRACK DERAILED NS 7018.,,,,,,,,,,,,,,
19,1,TCWR,27,NORWOOD,CARVER,EMPLOYEE LEFT A HANDBRAKE ON A CAR CAUSING `BUILD UP` E67C. WHEN THE CAR WAS HANDED OFF TO ANOTHER C,"REW, A CREW MEMBER NOTICED THE HANDBRAKE TIED (H019) AND KNOCKED IT OFF. THE `BUILD UP` WAS LARGE EN","OUGH TO DERAIL THE CAR, CAUSING THE DAMAGE. ESTIMATED DAMAGE TO RAILCARS IS $20,000 AND THE TRACK DA",MAGE ESIMATE IS $5500,,,,,,,,,,,
19,2,BNSF,27,BROOKSTON,ST LOUIS,C-BTMCOB0-13 DERAILED 39 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO RAILCAR BROKEN RIM.  NO,HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,2,BNSF,27,HOLLOWAY,SWIFT,X-KALHWM9-24 DERAILED 4 RAILCARS WHILE PULLING OUT OF INDUSTRY TRACK 910 DUE TO SNOW AND ICE BUILDUP,ON FROG AND OVER THE RAIL.  NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,12,KCS,28,CORINTH,ALCORN,CREW TRAVELING FROM KENDERICK YARD TO CORINTH.   CREW STOPPED & THEN ATTEMPTED TO GO ON.  COULDNT MO,"VE FORWARD AS 6 CARS DERAILED.  NS ESTIMATE TRACK COST $14,200 MP 528.3 ARTESIA SUBDIVISION",,,,,,,,,,,,,
19,12,GRYR,28,BATESVILLE,PANOLA,TTCT CREW DEPARTED BATESVILLE SOUTHBOUND AT 16:30 WITH 302 PASSENGERS. CREW REPORTED WHILE HEADING S,OUTH THEY FELT THE CARS AND AN ENGINE COME OFF THE TRACKS MADE CALLS TO JOB BRIEF AMONGST THEMSELVES,THEN CALLED THE DISPATCH TO REPORT.,,,,,,,,,,,,
19,10,BNSF,31,LAKESIDE,SHERIDAN,E-CLSATM0-77 IMPACTED THE E-CEBNAM0-71 WHILE TRAVERSING MAIN 2 TRACK DUE TO FAILURE TO COMPLY WITH R,ESTRICTED SPEED. RESULTED IN 1 LOCOMOTIVE AND 4 RAILCARS DERAILED. APPROXIMATELY 20 GALLONS OF TRACT,ION MOTOR OIL WAS RELEASED FROM A DP LOCOMOTIVE.,,,,,,,,,,,,
19,10,BNSF,31,COWLES,WEBSTER,G-SURELP9-13 DERAILED 4 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK BROKEN RAIL. NO HAZ,ARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,10,BNSF,31,COWLES,WEBSTER,G-CCDFRL9-26 DERAILED 4 RAILCARS WHILE TRAVERSING SINGLE MAIN TRACK DUE TO TRACK BROKEN RAIL. NO HAZ,ARDOUS MATERIALS WERE RELEASED. HUMAN FACTOR - TRACK.,,,,,,,,,,,,,
19,9,UP,31,NORTH PLATTE,LINCOLN,UNCONTROLLED MOVEMENT DUE TO HIGH VELOCITY WINDS OUT OF THE EAST END OF WEST RECEIVING TRACK 2 AND W,EST RECEIVING TRACK 8 RESULTING IN DERAILMENT AT SIGNAL POINT B290.,,,,,,,,,,,,,
19,1,BNSF,31,LINCOLN,LANCASTER,MECHANICAL EMPLOYEES DERAILED 2 LOCOMOTIVES WHILE OPERATING LIGHT POWER IN YARD TRACK 633 DUE TO ICE,TRACK BROKEN. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,10,NJTR,34,HARRISON,HUDSON,TRAIN #5737 DERAILED ENGINE #4512 WHILE OPERATING WEST FROM YARD TRACK #14 TO 1 MAIN DUE TO A SPREAD,RAIL CONDITION LOCATED JUST WEST OF SWITCH #1091. NJTR REPORTED ADDITIONAL $6032 IN TRACK DAMAGES N,OT INCLUDED IN THE AMTRAK TRACK DAMAGE TOTAL.,,,,,,,,,,,,
19,2,NJTR,34,FAR HILLS,SOMERSET,TRAIN #400 STRUCK A DAMAGES CATENARY SUPPORT REGISTRATION ARM THAT WAS BROKEN LOOSE AT THE CERAMIC I,"NSULATOR ARM DAMAGING PANTOGRAPHS ON EMU CARS #1489, 1488 AND 1306 WHILE TRAIN WAS ENROUTE EAST NEAR",MP 37.8.,,,,,,,,,,,,
